IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GRD,Grenada,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,GUY,Guyana,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Male,MLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ISL,Iceland,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,MLT,Malta,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Both sexes,BTSX,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,15-24 years,YEARS15-24,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,25-34 years of age,YEARS25-34,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,75-84 years,YEARS75-84,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Female,FMLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,45-54 years,YEARS45-54,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,55-64 years,YEARS55-64,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,65-74 years,YEARS65-74,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2019,true,Sex,Male,MLE,Age Group,85+ years,YEARS85PLUS,,,,,,,0.00,,,,,,0,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,BRB,Barbados,Year,2019,true,Sex,Both sexes,BTSX,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.35,,,,,,0.35,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,AMR,Americas,Country,PAN,Panama,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.47,,,,,,0.47,,,EN,2021-07-06 00:00:00
SDGSUICIDE,Crude suicide rates (per 100 000 population),text,EUR,Europe,Country,ARM,Armenia,Year,2019,true,Sex,Female,FMLE,Age Group,35-44 years of age,YEARS35-44,,,,,,,0.56,,,,,,0.56,,,EN,2021-07-06 00:00:00
